timestamp,hour,month,hour_of_day,demand_gw,demand_mw
2023-01-04 19:00:00,91,1,19,19.02274668403991,19022.74668403991
2023-01-04 20:00:00,92,1,20,17.575644181428714,17575.644181428714
2023-01-04 21:00:00,93,1,21,16.94657729149345,16946.57729149345
2023-01-04 22:00:00,94,1,22,16.18102907081534,16181.029070815342
2023-01-04 23:00:00,95,1,23,17.27105943972681,17271.05943972681
2023-01-05 00:00:00,96,1,0,18.397538530222818,18397.538530222817
2023-01-05 01:00:00,97,1,1,18.38351252826894,18383.51252826894
2023-01-05 02:00:00,98,1,2,18.28113580205397,18281.13580205397
2023-01-05 03:00:00,99,1,3,18.185255566046926,18185.255566046926
2023-01-05 04:00:00,100,1,4,17.71294212257682,17712.94212257682
2023-01-05 05:00:00,101,1,5,18.110832290290844,18110.832290290844
2023-01-05 06:00:00,102,1,6,19.14200461278628,19142.00461278628
2023-01-05 07:00:00,103,1,7,19.73700278055544,19737.00278055544
2023-01-05 08:00:00,104,1,8,20.733169221642036,20733.169221642038
2023-01-05 09:00:00,105,1,9,21.62292506862837,21622.92506862837
2023-01-05 10:00:00,106,1,10,22.769974968519303,22769.974968519302
2023-01-05 11:00:00,107,1,11,22.50231258218819,22502.312582188188
2023-01-05 12:00:00,108,1,12,22.794358268322476,22794.358268322478
2023-01-05 13:00:00,109,1,13,22.74931205309052,22749.31205309052
2023-01-05 14:00:00,110,1,14,21.923829625913754,21923.829625913753
2023-01-05 15:00:00,111,1,15,22.421875906875766,22421.875906875764
2023-01-05 16:00:00,112,1,16,22.0395926920115,22039.592692011498
2023-01-05 17:00:00,113,1,17,22.446601570896668,22446.60157089667
2023-01-05 18:00:00,114,1,18,20.720739120395994,20720.739120395992
2023-01-05 19:00:00,115,1,19,20.17853262517753,20178.532625177533
2023-01-05 20:00:00,116,1,20,19.265205711514888,19265.20571151489
2023-01-05 21:00:00,117,1,21,18.032795935502076,18032.795935502076
2023-01-05 22:00:00,118,1,22,18.217626458291544,18217.626458291543
2023-01-05 23:00:00,119,1,23,19.579863632471696,19579.863632471697
2023-01-06 00:00:00,120,1,0,18.520255155043095,18520.255155043094
2023-01-06 01:00:00,121,1,1,17.84008739430798,17840.08739430798
2023-01-06 02:00:00,122,1,2,18.764960100600316,18764.960100600318
2023-01-06 03:00:00,123,1,3,17.643101951108964,17643.101951108965
2023-01-06 04:00:00,124,1,4,18.438585213745984,18438.585213745984
2023-01-06 05:00:00,125,1,5,19.080024626549868,19080.024626549868
2023-01-06 06:00:00,126,1,6,18.8076278461736,18807.6278461736
2023-01-06 07:00:00,127,1,7,19.75614655323187,19756.14655323187
2023-01-06 08:00:00,128,1,8,20.76229600917239,20762.296009172387
2023-01-06 09:00:00,129,1,9,21.184666421084962,21184.666421084963
2023-01-06 10:00:00,130,1,10,21.319987192437527,21319.987192437526
2023-01-06 11:00:00,131,1,11,22.384658603806752,22384.65860380675
2023-01-06 12:00:00,132,1,12,22.191168583371812,22191.16858337181
2023-01-06 13:00:00,133,1,13,22.893279348479947,22893.279348479948
2023-01-06 14:00:00,134,1,14,22.248320375168735,22248.320375168736
2023-01-06 15:00:00,135,1,15,22.97720717589136,22977.20717589136
2023-01-06 16:00:00,136,1,16,21.626951247929483,21626.951247929483
2023-01-06 17:00:00,137,1,17,21.257232076249174,21257.232076249173
2023-01-06 18:00:00,138,1,18,21.047842350085197,21047.842350085197
2023-01-06 19:00:00,139,1,19,19.49031991849939,19490.31991849939
2023-01-06 20:00:00,140,1,20,19.294826350067527,19294.826350067528
2023-01-06 21:00:00,141,1,21,18.94787620909175,18947.876209091748
2023-01-06 22:00:00,142,1,22,17.04225599548993,17042.25599548993
2023-01-06 23:00:00,143,1,23,19.2776959196388,19277.695919638798
2023-01-07 00:00:00,144,1,0,18.234689621752917,18234.689621752917
2023-01-07 01:00:00,145,1,1,18.443465652764473,18443.465652764473
2023-01-07 02:00:00,146,1,2,17.635956219702315,17635.956219702315
2023-01-07 03:00:00,147,1,3,17.60255385881984,17602.55385881984
2023-01-07 04:00:00,148,1,4,18.339513130300308,18339.513130300307
2023-01-07 05:00:00,149,1,5,18.249530373346822,18249.53037334682
2023-01-07 06:00:00,150,1,6,19.2309336441919,19230.9336441919
2023-01-07 07:00:00,151,1,7,20.04813905669944,20048.13905669944
2023-01-07 08:00:00,152,1,8,20.377319702333608,20377.319702333607
2023-01-07 09:00:00,153,1,9,21.405852289423517,21405.852289423518
2023-01-07 10:00:00,154,1,10,21.984375682011123,21984.375682011123
2023-01-07 11:00:00,155,1,11,21.998386974501468,21998.386974501467
2023-01-07 12:00:00,156,1,12,23.28929400114783,23289.29400114783
2023-01-07 13:00:00,157,1,13,22.820269672418263,22820.269672418264
2023-01-07 14:00:00,158,1,14,22.06646279780887,22066.462797808872
2023-01-07 15:00:00,159,1,15,22.546748985165546,22546.74898516555
2023-01-07 16:00:00,160,1,16,21.477274024600725,21477.274024600723
2023-01-07 17:00:00,161,1,17,21.627784652056096,21627.784652056096
2023-01-07 18:00:00,162,1,18,21.112767822567964,21112.767822567963
2023-01-07 19:00:00,163,1,19,19.581286845559962,19581.286845559964
2023-01-07 20:00:00,164,1,20,19.516086955751277,19516.086955751278
2023-01-07 21:00:00,165,1,21,18.51702560598105,18517.02560598105
2023-01-07 22:00:00,166,1,22,17.940967481139893,17940.967481139895
2023-01-07 23:00:00,167,1,23,19.889453697115126,19889.453697115125
2023-01-08 00:00:00,168,1,0,17.96163057940697,17961.63057940697
2023-01-08 01:00:00,169,1,1,17.758291360065126,17758.291360065126
2023-01-08 02:00:00,170,1,2,17.70398005395791,17703.98005395791
2023-01-08 03:00:00,171,1,3,17.733461711821946,17733.461711821947
2023-01-08 04:00:00,172,1,4,18.028945142042478,18028.945142042478
2023-01-08 05:00:00,173,1,5,18.19624661573478,18196.24661573478
2023-01-08 06:00:00,174,1,6,19.170462145540128,19170.46214554013
2023-01-08 07:00:00,175,1,7,20.169482394269632,20169.48239426963
2023-01-08 08:00:00,176,1,8,20.583579669470737,20583.57966947074
2023-01-08 09:00:00,177,1,9,21.823413763176614,21823.413763176613
2023-01-08 10:00:00,178,1,10,21.69033328115104,21690.33328115104
2023-01-08 11:00:00,179,1,11,23.301244530102434,23301.244530102435
2023-01-08 12:00:00,180,1,12,22.722300457550507,22722.300457550507
2023-01-08 13:00:00,181,1,13,22.21692280324161,22216.92280324161
2023-01-08 14:00:00,182,1,14,22.04367651922006,22043.676519220062
2023-01-08 15:00:00,183,1,15,22.40616582956386,22406.165829563863
2023-01-08 16:00:00,184,1,16,21.706810900315883,21706.810900315882
2023-01-08 17:00:00,185,1,17,21.527600329950523,21527.600329950525
2023-01-08 18:00:00,186,1,18,20.767673962548994,20767.673962548994
2023-01-08 19:00:00,187,1,19,19.80947752959247,19809.47752959247
2023-01-08 20:00:00,188,1,20,18.721068338580757,18721.068338580757
2023-01-08 21:00:00,189,1,21,17.675023667086677,17675.023667086676
2023-01-08 22:00:00,190,1,22,17.36258675806986,17362.58675806986
2023-01-08 23:00:00,191,1,23,19.402345343537508,19402.34534353751
2023-01-09 00:00:00,192,1,0,18.076638676791728,18076.63867679173
2023-01-09 01:00:00,193,1,1,17.49270566765485,17492.70566765485
2023-01-09 02:00:00,194,1,2,18.06027354948012,18060.27354948012
2023-01-09 03:00:00,195,1,3,18.14512813103118,18145.12813103118
2023-01-09 04:00:00,196,1,4,17.63745820465919,17637.45820465919
2023-01-09 05:00:00,197,1,5,18.052491221517855,18052.491221517856
2023-01-09 06:00:00,198,1,6,19.014284666518044,19014.284666518044
2023-01-09 07:00:00,199,1,7,19.3126363288545,19312.6363288545
2023-01-09 08:00:00,200,1,8,20.652709210190412,20652.709210190413
2023-01-09 09:00:00,201,1,9,21.397529296192506,21397.529296192504
2023-01-09 10:00:00,202,1,10,22.160631865047858,22160.631865047857
2023-01-09 11:00:00,203,1,11,22.56591303761207,22565.91303761207
2023-01-09 12:00:00,204,1,12,21.85218112459319,21852.18112459319
2023-01-09 13:00:00,205,1,13,22.115871163173594,22115.871163173593
2023-01-09 14:00:00,206,1,14,22.609262978659494,22609.262978659495
2023-01-09 15:00:00,207,1,15,22.34990659716299,22349.906597162993
2023-01-09 16:00:00,208,1,16,21.933430442300168,21933.430442300167
2023-01-09 17:00:00,209,1,17,22.7143080819071,22714.3080819071
2023-01-09 18:00:00,210,1,18,20.737950470328364,20737.950470328364
2023-01-09 19:00:00,211,1,19,20.224050704058982,20224.05070405898
2023-01-09 20:00:00,212,1,20,19.372601884536927,19372.601884536925
2023-01-09 21:00:00,213,1,21,18.472734410814866,18472.734410814865
2023-01-09 22:00:00,214,1,22,17.346300394372054,17346.300394372054
2023-01-09 23:00:00,215,1,23,19.29458886733695,19294.58886733695
2023-01-10 00:00:00,216,1,0,16.115261139466725,16115.261139466726
2023-01-10 01:00:00,217,1,1,16.329663782585747,16329.663782585747
2023-01-10 02:00:00,218,1,2,16.230245806150112,16230.245806150113
2023-01-10 03:00:00,219,1,3,16.45714088103628,16457.14088103628
2023-01-10 04:00:00,220,1,4,17.350254651951154,17350.254651951152
2023-01-10 05:00:00,221,1,5,15.677485148245053,15677.485148245052
2023-01-10 06:00:00,222,1,6,17.69889530143156,17698.89530143156
2023-01-10 07:00:00,223,1,7,17.558128145652994,17558.128145652994
2023-01-10 08:00:00,224,1,8,18.754211565877434,18754.211565877435
2023-01-10 09:00:00,225,1,9,20.042185770574267,20042.185770574266
2023-01-10 10:00:00,226,1,10,20.18651342155804,20186.51342155804
2023-01-10 11:00:00,227,1,11,20.146684351768496,20146.684351768497
2023-01-10 12:00:00,228,1,12,20.55051743421415,20550.51743421415
2023-01-10 13:00:00,229,1,13,21.196230324855623,21196.230324855624
2023-01-10 14:00:00,230,1,14,20.54449226523128,20544.49226523128
2023-01-10 15:00:00,231,1,15,20.664365698773008,20664.365698773006
2023-01-10 16:00:00,232,1,16,20.17903014988138,20179.030149881382
2023-01-10 17:00:00,233,1,17,19.345965392744993,19345.965392744994
2023-01-10 18:00:00,234,1,18,19.800561947923338,19800.56194792334
2023-01-10 19:00:00,235,1,19,18.456782103056057,18456.782103056055
2023-01-10 20:00:00,236,1,20,16.61433419061871,16614.33419061871
2023-01-10 21:00:00,237,1,21,16.720149682342424,16720.149682342424
2023-01-10 22:00:00,238,1,22,15.641083552462945,15641.083552462946
2023-01-10 23:00:00,239,1,23,17.765364559200243,17765.364559200243
2023-01-11 00:00:00,240,1,0,16.04295416500398,16042.954165003981
2023-01-11 01:00:00,241,1,1,16.3140678837903,16314.067883790301
2023-01-11 02:00:00,242,1,2,16.561957371969246,16561.957371969245
2023-01-11 03:00:00,243,1,3,16.70626453804511,16706.26453804511
2023-01-11 04:00:00,244,1,4,15.879843897554752,15879.843897554752
2023-01-11 05:00:00,245,1,5,16.22616196604068,16226.161966040681
2023-01-11 06:00:00,246,1,6,17.16998433591268,17169.98433591268
2023-01-11 07:00:00,247,1,7,17.877454036194678,17877.45403619468
2023-01-11 08:00:00,248,1,8,19.584737243400955,19584.737243400956
2023-01-11 09:00:00,249,1,9,19.704169451267013,19704.169451267015
2023-01-11 10:00:00,250,1,10,19.592019067281147,19592.019067281148
2023-01-11 11:00:00,251,1,11,20.880498276857438,20880.498276857437
2023-01-11 12:00:00,252,1,12,21.6210726318185,21621.0726318185
2023-01-11 13:00:00,253,1,13,21.27294856459752,21272.948564597522
2023-01-11 14:00:00,254,1,14,20.164462166631843,20164.46216663184
2023-01-11 15:00:00,255,1,15,20.319659868889026,20319.659868889026
2023-01-11 16:00:00,256,1,16,20.603137108689815,20603.137108689814
2023-01-11 17:00:00,257,1,17,19.25910898063512,19259.10898063512
2023-01-11 18:00:00,258,1,18,19.05608331854701,19056.08331854701
2023-01-11 19:00:00,259,1,19,18.448639350595894,18448.639350595895
2023-01-11 20:00:00,260,1,20,16.98919027174583,16989.19027174583
2023-01-11 21:00:00,261,1,21,16.557329049105245,16557.329049105247
2023-01-11 22:00:00,262,1,22,14.544862437437981,14544.862437437981
2023-01-11 23:00:00,263,1,23,16.950207403843347,16950.207403843346
2023-01-12 00:00:00,264,1,0,17.696691968689137,17696.691968689138
2023-01-12 01:00:00,265,1,1,17.29860595646046,17298.60595646046
2023-01-12 02:00:00,266,1,2,18.450683750819053,18450.68375081905
2023-01-12 03:00:00,267,1,3,17.225662678062147,17225.66267806215
2023-01-12 04:00:00,268,1,4,17.62170143456761,17621.701434567607
2023-01-12 05:00:00,269,1,5,17.850015460160837,17850.015460160837
2023-01-12 06:00:00,270,1,6,19.374228544872846,19374.228544872847
2023-01-12 07:00:00,271,1,7,19.002197637621727,19002.197637621728
2023-01-12 08:00:00,272,1,8,20.78157781701984,20781.57781701984
2023-01-12 09:00:00,273,1,9,20.984026760159804,20984.026760159803
2023-01-12 10:00:00,274,1,10,21.141525957465323,21141.52595746532
2023-01-12 11:00:00,275,1,11,22.135951656610175,22135.951656610174
2023-01-12 12:00:00,276,1,12,22.28959080011217,22289.590800112168
2023-01-12 13:00:00,277,1,13,22.05763247838288,22057.632478382882
2023-01-12 14:00:00,278,1,14,22.237887755878788,22237.887755878786
2023-01-12 15:00:00,279,1,15,21.796984828160163,21796.984828160163
2023-01-12 16:00:00,280,1,16,21.579536355985002,21579.536355985
2023-01-12 17:00:00,281,1,17,21.244785805560387,21244.785805560387
2023-01-12 18:00:00,282,1,18,20.950719042615997,20950.719042615998
2023-01-12 19:00:00,283,1,19,19.081416298562758,19081.41629856276
2023-01-12 20:00:00,284,1,20,19.650932579108908,19650.932579108907
2023-01-12 21:00:00,285,1,21,17.2380608405903,17238.0608405903
2023-01-12 22:00:00,286,1,22,17.218412104320716,17218.412104320716
2023-01-12 23:00:00,287,1,23,19.033046111840232,19033.04611184023
2023-01-13 00:00:00,288,1,0,17.850060488673257,17850.060488673258
2023-01-13 01:00:00,289,1,1,17.488583933651007,17488.583933651007
2023-01-13 02:00:00,290,1,2,17.654414841436335,17654.414841436334
2023-01-13 03:00:00,291,1,3,17.54046336771571,17540.46336771571
2023-01-13 04:00:00,292,1,4,17.50191783880156,17501.91783880156
2023-01-13 05:00:00,293,1,5,18.077504580387654,18077.504580387653
2023-01-13 06:00:00,294,1,6,18.880469935965262,18880.469935965262
2023-01-13 07:00:00,295,1,7,19.239323172322084,19239.323172322085
2023-01-13 08:00:00,296,1,8,20.616096778663998,20616.096778664
2023-01-13 09:00:00,297,1,9,21.042797856435456,21042.797856435456
2023-01-13 10:00:00,298,1,10,21.79921877775293,21799.21877775293
2023-01-13 11:00:00,299,1,11,22.142906316007153,22142.906316007153
2023-01-13 12:00:00,300,1,12,21.818313429846796,21818.313429846796
2023-01-13 13:00:00,301,1,13,22.013591325500457,22013.591325500456
2023-01-13 14:00:00,302,1,14,22.44882887626493,22448.828876264928
2023-01-13 15:00:00,303,1,15,22.135202885411097,22135.202885411098
2023-01-13 16:00:00,304,1,16,21.465713292631687,21465.713292631688
2023-01-13 17:00:00,305,1,17,20.966809001408325,20966.809001408325
2023-01-13 18:00:00,306,1,18,20.76732278680607,20767.322786806068
2023-01-13 19:00:00,307,1,19,19.27985845489201,19279.85845489201
2023-01-13 20:00:00,308,1,20,18.95650269404726,18956.50269404726
2023-01-13 21:00:00,309,1,21,17.87796341175859,17877.96341175859
2023-01-13 22:00:00,310,1,22,17.131998173376903,17131.998173376902
2023-01-13 23:00:00,311,1,23,19.17717448237412,19177.17448237412
2023-01-14 00:00:00,312,1,0,18.00996263011505,18009.962630115053
2023-01-14 01:00:00,313,1,1,18.005199944920097,18005.199944920096
2023-01-14 02:00:00,314,1,2,18.201987613381572,18201.98761338157
2023-01-14 03:00:00,315,1,3,17.688197627172944,17688.197627172944
2023-01-14 04:00:00,316,1,4,17.952577279037826,17952.577279037825
2023-01-14 05:00:00,317,1,5,17.555689387882456,17555.689387882456
2023-01-14 06:00:00,318,1,6,18.809462631515217,18809.462631515216
2023-01-14 07:00:00,319,1,7,19.40656213761987,19406.56213761987
2023-01-14 08:00:00,320,1,8,20.23718756342838,20237.187563428382
2023-01-14 09:00:00,321,1,9,21.10007320720017,21100.07320720017
2023-01-14 10:00:00,322,1,10,21.088918005864556,21088.918005864558
2023-01-14 11:00:00,323,1,11,22.67014203845249,22670.14203845249
2023-01-14 12:00:00,324,1,12,21.68963683055634,21689.636830556337
2023-01-14 13:00:00,325,1,13,21.694120645404748,21694.12064540475
2023-01-14 14:00:00,326,1,14,22.55528813255625,22555.28813255625
2023-01-14 15:00:00,327,1,15,22.14985220576348,22149.85220576348
2023-01-14 16:00:00,328,1,16,21.665854205978807,21665.854205978805
2023-01-14 17:00:00,329,1,17,21.11334860073112,21113.34860073112
2023-01-14 18:00:00,330,1,18,20.19349046829253,20193.49046829253
2023-01-14 19:00:00,331,1,19,19.099717610772608,19099.717610772608
2023-01-14 20:00:00,332,1,20,18.71011791379733,18710.11791379733
2023-01-14 21:00:00,333,1,21,17.630108137067896,17630.108137067895
2023-01-14 22:00:00,334,1,22,17.55125089697549,17551.25089697549
2023-01-14 23:00:00,335,1,23,18.620973137918984,18620.973137918983
2023-01-15 00:00:00,336,1,0,17.29391539490368,17293.91539490368
2023-01-15 01:00:00,337,1,1,17.49555993695949,17495.559936959493
2023-01-15 02:00:00,338,1,2,17.789286855330936,17789.286855330934
2023-01-15 03:00:00,339,1,3,17.3986244524991,17398.624452499098
2023-01-15 04:00:00,340,1,4,17.295226115394115,17295.226115394114
2023-01-15 05:00:00,341,1,5,17.72158915821745,17721.58915821745
2023-01-15 06:00:00,342,1,6,18.722100902064177,18722.100902064176
2023-01-15 07:00:00,343,1,7,19.200160272319337,19200.160272319335
2023-01-15 08:00:00,344,1,8,19.954292038284812,19954.292038284813
2023-01-15 09:00:00,345,1,9,20.89914855506931,20899.14855506931
2023-01-15 10:00:00,346,1,10,20.78129072565986,20781.290725659863
2023-01-15 11:00:00,347,1,11,21.21451980152853,21214.51980152853
2023-01-15 12:00:00,348,1,12,21.748984277756094,21748.984277756095
2023-01-15 13:00:00,349,1,13,22.03873541293595,22038.73541293595
2023-01-15 14:00:00,350,1,14,22.16072499249627,22160.72499249627
2023-01-15 15:00:00,351,1,15,22.367647798058975,22367.647798058973
2023-01-15 16:00:00,352,1,16,21.703588311539598,21703.5883115396
2023-01-15 17:00:00,353,1,17,20.742353168140884,20742.353168140882
2023-01-15 18:00:00,354,1,18,20.135100877371066,20135.100877371067
2023-01-15 19:00:00,355,1,19,19.001925796612664,19001.925796612664
2023-01-15 20:00:00,356,1,20,18.61670901922373,18616.70901922373
2023-01-15 21:00:00,357,1,21,17.729827549205535,17729.827549205536
2023-01-15 22:00:00,358,1,22,17.23460861084447,17234.608610844472
2023-01-15 23:00:00,359,1,23,18.293221896199757,18293.221896199757
2023-01-16 00:00:00,360,1,0,17.778352821828783,17778.352821828783
2023-01-16 01:00:00,361,1,1,18.183709781333345,18183.709781333346
2023-01-16 02:00:00,362,1,2,17.52711015674957,17527.110156749568
2023-01-16 03:00:00,363,1,3,17.73129890497189,17731.29890497189
2023-01-16 04:00:00,364,1,4,17.84667181281676,17846.67181281676
2023-01-16 05:00:00,365,1,5,17.410126027377977,17410.126027377977
2023-01-16 06:00:00,366,1,6,18.66025120885648,18660.25120885648
2023-01-16 07:00:00,367,1,7,19.354474445292134,19354.474445292133
2023-01-16 08:00:00,368,1,8,20.1282777424633,20128.2777424633
2023-01-16 09:00:00,369,1,9,20.443624609095693,20443.624609095692
2023-01-16 10:00:00,370,1,10,21.316828474473994,21316.828474473994
2023-01-16 11:00:00,371,1,11,21.92320457028896,21923.20457028896
2023-01-16 12:00:00,372,1,12,22.563319351886715,22563.319351886716
2023-01-16 13:00:00,373,1,13,22.454322546566395,22454.322546566396
2023-01-16 14:00:00,374,1,14,22.84413489177332,22844.13489177332
2023-01-16 15:00:00,375,1,15,21.41706622863556,21417.06622863556
2023-01-16 16:00:00,376,1,16,21.655952659458688,21655.952659458686
2023-01-16 17:00:00,377,1,17,20.82616532493322,20826.165324933223
2023-01-16 18:00:00,378,1,18,20.965128476330836,20965.128476330836
2023-01-16 19:00:00,379,1,19,19.02611817083735,19026.11817083735
2023-01-16 20:00:00,380,1,20,18.234725479260003,18234.725479260003
2023-01-16 21:00:00,381,1,21,17.552033889107605,17552.033889107606
2023-01-16 22:00:00,382,1,22,16.20246283949694,16202.462839496939
2023-01-16 23:00:00,383,1,23,18.36031220746001,18360.312207460007
2023-01-17 00:00:00,384,1,0,15.715636731974083,15715.636731974084
2023-01-17 01:00:00,385,1,1,16.079447311186044,16079.447311186044
2023-01-17 02:00:00,386,1,2,16.155992186906424,16155.992186906424
2023-01-17 03:00:00,387,1,3,16.769758132281915,16769.758132281913
2023-01-17 04:00:00,388,1,4,16.39945933186998,16399.45933186998
2023-01-17 05:00:00,389,1,5,15.7885283343306,15788.5283343306
2023-01-17 06:00:00,390,1,6,16.65992392805622,16659.923928056218
2023-01-17 07:00:00,391,1,7,17.994880734045267,17994.880734045266
2023-01-17 08:00:00,392,1,8,18.00978960069876,18009.78960069876
2023-01-17 09:00:00,393,1,9,19.93408760944287,19934.087609442868
2023-01-17 10:00:00,394,1,10,20.22747603352218,20227.47603352218
2023-01-17 11:00:00,395,1,11,19.985010573412147,19985.010573412146
2023-01-17 12:00:00,396,1,12,19.746283677595592,19746.28367759559
2023-01-17 13:00:00,397,1,13,21.060838746261727,21060.83874626173
